preprocess_name,remote_path,dataset_root,runtime_yaml,run_name,run_dir,quick_check_mode,train_pool_images,train_images,val_images,test_images,train_epochs,train_imgsz,train_batch,best_weight,val_precision,val_recall,val_map50,val_map50_95,test_precision,test_recall,test_map50,test_map50_95
percentile,rclone:vinbigdata-percentile-png,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/extracted/percentile,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/extracted/percentile/data.runtime.yaml,yolov8_percentile,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/runs/yolov8_percentile,False,15000,12000,3000,3000,50,1024,8,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/runs/yolov8_percentile/weights/best.pt,0.46288238873664295,0.23699038105763764,0.21244822620166362,0.10037035899220456,0.30202356471603375,0.1519150623008681,0.11488045282260405,0.0454216608808047
