preprocess_name,remote_path,label_source,label_csv,class_mode,source_dataset_root,dataset_root,runtime_dataset_root,base_data_yaml,runtime_yaml,run_name,run_dir,quick_check_mode,train_pool_images,train_images,val_images,test_images,split_distribution,runtime_meta,train_epochs,train_imgsz,train_batch,best_weight,val_precision,val_recall,val_map50,val_map50_95,test_precision,test_recall,test_map50,test_map50_95
histogram_eq,rclone:vinbigdata-HistogramEq-png,csv,/home/Ubuntu/LUNG_YOLO_CODE/annotations_all_merged_other_1000nf.csv,csv,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/histogram_eq,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/histogram_eq,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/histogram_eq/.csv_runtime,,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/histogram_eq/.csv_runtime/data.runtime.yaml,yolov8_histogram_eq_csv,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/runs/yolov8_histogram_eq_csv,False,6471,4530,647,1294,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/histogram_eq/.csv_runtime/split_distribution.csv,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/histogram_eq/.csv_runtime/meta.json,50,512,8,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/runs/yolov8_histogram_eq_csv/weights/best.pt,0.34065170652148014,0.3330825736272686,0.2824380560272261,0.14323582032045407,0.36018451276691116,0.34051302881440604,0.3028097106659114,0.15074744448726263
