preprocess_name,remote_path,dataset_root,runtime_yaml,run_name,run_dir,quick_check_mode,train_pool_images,train_images,val_images,test_images,train_epochs,train_imgsz,train_batch,best_weight,val_precision,val_recall,val_map50,val_map50_95,test_precision,test_recall,test_map50,test_map50_95
histogram_eq,rclone:vinbigdata-HistogramEq-png,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/extracted/histogram_eq,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/extracted/histogram_eq/data.runtime.yaml,yolov8_histogram_eq,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/runs/yolov8_histogram_eq,False,15000,12000,3000,3000,50,1024,8,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/runs/yolov8_histogram_eq/weights/best.pt,0.44520834506686513,0.23234111872905763,0.20523346461736314,0.09776186399007256,0.2838917050452442,0.1467381549336093,0.09506318685170181,0.036563213674240015
