preprocess_name,remote_path,dataset_root,runtime_yaml,run_name,run_dir,quick_check_mode,train_pool_images,train_images,val_images,test_images,train_epochs,train_imgsz,train_batch,best_weight,val_precision,val_recall,val_map50,val_map50_95,test_precision,test_recall,test_map50,test_map50_95
adaptive_preprocessed,rclone:vinbigdata-adaptive-preprocessed,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/extracted/adaptive_preprocessed,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/extracted/adaptive_preprocessed/data.runtime.yaml,yolov8_adaptive_preprocessed,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/runs/yolov8_adaptive_preprocessed,False,15000,12000,3000,3000,50,1024,8,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/runs/yolov8_adaptive_preprocessed/weights/best.pt,0.43822870625709914,0.22944704260758364,0.198957345178865,0.09590436268668422,0.27100837507837144,0.16898186497173656,0.09792939042385224,0.0370179515957586
