preprocess_name,remote_path,dataset_root,runtime_yaml,run_name,run_dir,quick_check_mode,train_pool_images,train_images,val_images,test_images,train_epochs,train_imgsz,train_batch,best_weight,val_precision,val_recall,val_map50,val_map50_95,test_precision,test_recall,test_map50,test_map50_95
raw_minmax,rclone:vinbigdata-raw_minmax-png,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/extracted/raw_minmax,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/extracted/raw_minmax/data.runtime.yaml,yolov8_raw_minmax,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/runs/yolov8_raw_minmax,False,15000,12000,3000,3000,50,1024,8,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/runs/yolov8_raw_minmax/weights/best.pt,0.4002634016343886,0.24412978783006697,0.20982870636266657,0.10186773219998407,0.3403940320702765,0.1429147799694027,0.10658216408403964,0.03780491233164627
