preprocess_name,remote_path,dataset_root,runtime_yaml,run_name,run_dir,quick_check_mode,train_pool_images,train_images,val_images,test_images,train_epochs,train_imgsz,train_batch,best_weight,val_precision,val_recall,val_map50,val_map50_95,test_precision,test_recall,test_map50,test_map50_95
LUT,rclone:vinbigdata-lut-png,/home/Ubuntu/Lung/yolo_preprocess_runner/extracted/LUT,/home/Ubuntu/Lung/yolo_preprocess_runner/extracted/LUT/data.runtime.yaml,yolov8_LUT,/home/Ubuntu/Lung/yolo_preprocess_runner/runs/yolov8_LUT,False,15000,12000,3000,3000,50,1024,8,/home/Ubuntu/Lung/yolo_preprocess_runner/runs/yolov8_LUT/weights/best.pt,0.46750218623181755,0.2407087074952277,0.2165706409027401,0.10331446055222462,0.28803033142378714,0.1714905886090548,0.09990447724382608,0.03768139509293818
