preprocess_name,remote_path,dataset_root,runtime_yaml,run_name,run_dir,quick_check_mode,train_pool_images,train_images,val_images,test_images,train_epochs,train_imgsz,train_batch,best_weight,val_precision,val_recall,val_map50,val_map50_95,test_precision,test_recall,test_map50,test_map50_95
clahe,rclone:vinbigdata-CLAHE-png,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/extracted/clahe,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/extracted/clahe/data.runtime.yaml,yolov8_clahe,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/runs/yolov8_clahe,False,15000,12000,3000,3000,50,1024,8,/home/Ubuntu/LUNG_YOLO/yolo_preprocess_runner/runs/yolov8_clahe/weights/best.pt,0.3588601077912512,0.22646273433820652,0.20144082916907635,0.0970660594189744,0.1738343596076397,0.15644447051846377,0.08962621542124012,0.03348289548892004
