preprocess_name,remote_path,label_source,label_csv,class_mode,source_dataset_root,dataset_root,runtime_dataset_root,base_data_yaml,runtime_yaml,run_name,run_dir,quick_check_mode,train_pool_images,train_images,val_images,test_images,split_distribution,runtime_meta,train_epochs,train_imgsz,train_batch,best_weight,val_precision,val_recall,val_map50,val_map50_95,test_precision,test_recall,test_map50,test_map50_95
rescale_minmax,rclone:vinbigdata-rescale_minmax-png,csv,/home/Ubuntu/LUNG_YOLO_CODE/annotations_all_merged_other_1000nf.csv,csv,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/rescale_minmax,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/rescale_minmax,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/rescale_minmax/.csv_runtime,,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/rescale_minmax/.csv_runtime/data.runtime.yaml,yolov8_rescale_minmax_csv,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/runs/yolov8_rescale_minmax_csv,False,6471,4530,647,1294,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/rescale_minmax/.csv_runtime/split_distribution.csv,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/rescale_minmax/.csv_runtime/meta.json,50,512,8,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/runs/yolov8_rescale_minmax_csv/weights/best.pt,0.37524115563705357,0.36718895220615894,0.30531555350076395,0.15239338983083628,0.36628755691911935,0.3489459167062342,0.3096389475277386,0.15655688218037866
