preprocess_name,remote_path,label_source,label_csv,class_mode,source_dataset_root,dataset_root,runtime_dataset_root,base_data_yaml,runtime_yaml,run_name,run_dir,quick_check_mode,train_pool_images,train_images,val_images,test_images,split_distribution,runtime_meta,train_epochs,train_imgsz,train_batch,best_weight,val_precision,val_recall,val_map50,val_map50_95,test_precision,test_recall,test_map50,test_map50_95
clahe,rclone:vinbigdata-CLAHE-png,csv,/home/Ubuntu/LUNG_YOLO_CODE/annotations_all_merged_other_1000nf.csv,csv,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/clahe,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/clahe,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/clahe/.csv_runtime,,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/clahe/.csv_runtime/data.runtime.yaml,yolov8_clahe_csv,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/runs/yolov8_clahe_csv,False,6471,4530,647,1294,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/clahe/.csv_runtime/split_distribution.csv,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/extracted/clahe/.csv_runtime/meta.json,50,512,8,/home/Ubuntu/LUNG_YOLO_CODE/yolo_preprocess_runner/runs/yolov8_clahe_csv/weights/best.pt,0.3464944444632003,0.3470399812144883,0.2833061160186235,0.14385074463618266,0.3566081009466798,0.3416961555949292,0.2980397733348815,0.1486804609189054
